fecha;descripcion;monto;tipo;categoria;cuenta;anio;mes;mes_nombre
2018-09-18;Grocery Store;4,32;gasto;Groceries;Platinum Card;2018;9;September
2018-09-18;Power Company;60,0;gasto;Utilities;Checking;2018;9;September
2018-09-19;State Farm;75,0;gasto;Auto Insurance;Checking;2018;9;September
2018-09-19;Barbershop;30,0;gasto;Haircut;Platinum Card;2018;9;September
2018-09-20;Amazon;47,38;gasto;Shopping;Platinum Card;2018;9;September
2018-09-22;Hardware Store;69,4;gasto;Home Improvement;Platinum Card;2018;9;September
2018-09-22;Hardware Store;6,83;gasto;Home Improvement;Platinum Card;2018;9;September
2018-09-25;Internet Service Provider;74,99;gasto;Internet;Checking;2018;9;September
2018-09-25;Sushi Restaurant;48,64;gasto;Restaurants;Silver Card;2018;9;September
2018-09-26;Starbucks;5,0;gasto;Coffee Shops;Platinum Card;2018;9;September
2018-09-26;Exxon;38,0;gasto;Gas & Fuel;Silver Card;2018;9;September
2018-09-27;Valero;40,71;gasto;Gas & Fuel;Platinum Card;2018;9;September
2018-09-28;Credit Card Payment;128,12;ingreso;Credit Card Payment;Silver Card;2018;9;September
2018-09-28;Credit Card Payment;284,96;ingreso;Credit Card Payment;Platinum Card;2018;9;September
2018-09-28;Credit Card Payment;284,96;gasto;Credit Card Payment;Checking;2018;9;September
2018-09-28;Grocery Store;13,36;gasto;Groceries;Platinum Card;2018;9;September
2018-09-28;Biweekly Paycheck;2000,0;ingreso;Paycheck;Checking;2018;9;September
2018-09-29;Greek Restaurant;23,26;gasto;Restaurants;Platinum Card;2018;9;September
2018-09-29;German Restaurant;46,7;gasto;Restaurants;Platinum Card;2018;9;September
2018-10-01;Starbucks;3,0;gasto;Coffee Shops;Platinum Card;2018;10;October
2018-10-01;Credit Card Payment;128,12;gasto;Credit Card Payment;Checking;2018;10;October
2018-10-01;Grocery Store;15,66;gasto;Groceries;Platinum Card;2018;10;October
2018-10-01;Amazon;13,13;gasto;Shopping;Platinum Card;2018;10;October
2018-10-02;Credit Card Payment;124,03;ingreso;Credit Card Payment;Platinum Card;2018;10;October
2018-10-02;Credit Card Payment;124,03;gasto;Credit Card Payment;Checking;2018;10;October
2018-10-02;Mortgage Payment;1209,18;gasto;Mortgage & Rent;Checking;2018;10;October
2018-10-04;Netflix;11,76;gasto;Movies & DVDs;Platinum Card;2018;10;October
2018-10-06;American Tavern;27,0;gasto;Restaurants;Silver Card;2018;10;October
2018-10-08;Shell;38,06;gasto;Gas & Fuel;Silver Card;2018;10;October
2018-10-08;Hardware Store;80,65;gasto;Home Improvement;Silver Card;2018;10;October
2018-10-08;Hardware Store;31,2;gasto;Home Improvement;Silver Card;2018;10;October
2018-10-09;Spotify;10,69;gasto;Music;Platinum Card;2018;10;October
2018-10-09;Amazon;19,98;gasto;Shopping;Platinum Card;2018;10;October
2018-10-09;Gas Company;30,0;gasto;Utilities;Checking;2018;10;October
2018-10-10;Grocery Store;53,68;gasto;Groceries;Silver Card;2018;10;October
2018-10-11;Phone Company;89,4;gasto;Mobile Phone;Checking;2018;10;October
2018-10-12;Biweekly Paycheck;2000,0;ingreso;Paycheck;Checking;2018;10;October
2018-10-16;Power Company;60,0;gasto;Utilities;Checking;2018;10;October
2018-10-17;City Water Charges;35,0;gasto;Utilities;Checking;2018;10;October
2018-10-18;State Farm;75,0;gasto;Auto Insurance;Checking;2018;10;October
2018-10-18;Grocery Store;33,55;gasto;Groceries;Platinum Card;2018;10;October
2018-10-18;Hardware Store;45,24;gasto;Home Improvement;Platinum Card;2018;10;October
2018-10-18;Brunch Restaurant;8,0;gasto;Restaurants;Platinum Card;2018;10;October
2018-10-21;Credit Card Payment;544,37;ingreso;Credit Card Payment;Platinum Card;2018;10;October
2018-10-22;Credit Card Payment;353,83;ingreso;Credit Card Payment;Silver Card;2018;10;October
2018-10-22;Credit Card Payment;353,83;gasto;Credit Card Payment;Checking;2018;10;October
2018-10-22;BP;34,66;gasto;Gas & Fuel;Platinum Card;2018;10;October
2018-10-23;Grocery Store;7,57;gasto;Groceries;Platinum Card;2018;10;October
2018-10-25;Internet Service Provider;74,99;gasto;Internet;Checking;2018;10;October
2018-10-25;Amazon;29,98;gasto;Shopping;Platinum Card;2018;10;October
2018-10-26;Biweekly Paycheck;2000,0;ingreso;Paycheck;Checking;2018;10;October
2018-10-27;American Tavern;25,4;gasto;Restaurants;Silver Card;2018;10;October
2018-10-28;Brewing Company;12,71;gasto;Alcohol & Bars;Platinum Card;2018;10;October
2018-10-28;Seafood Restaurant;14,75;gasto;Food & Dining;Platinum Card;2018;10;October
2018-10-28;Grocery Store;92,49;gasto;Groceries;Platinum Card;2018;10;October
2018-10-28;Italian Restaurant;54,0;gasto;Restaurants;Platinum Card;2018;10;October
2018-10-31;Grocery Store;5,64;gasto;Groceries;Platinum Card;2018;10;October
2018-11-01;Amazon;13,13;gasto;Shopping;Platinum Card;2018;11;November
2018-11-02;Credit Card Payment;262,51;ingreso;Credit Card Payment;Platinum Card;2018;11;November
2018-11-02;Credit Card Payment;262,51;gasto;Credit Card Payment;Checking;2018;11;November
2018-11-02;Mortgage Payment;1209,18;gasto;Mortgage & Rent;Checking;2018;11;November
2018-11-03;Pizza Place;23,66;gasto;Fast Food;Platinum Card;2018;11;November
2018-11-04;Netflix;11,76;gasto;Movies & DVDs;Platinum Card;2018;11;November
2018-11-05;Shell;36,51;gasto;Gas & Fuel;Platinum Card;2018;11;November
2018-11-06;Amazon;53,95;gasto;Shopping;Platinum Card;2018;11;November
2018-11-06;Gas Company;30,0;gasto;Utilities;Checking;2018;11;November
2018-11-08;Grocery Store;5,64;gasto;Groceries;Platinum Card;2018;11;November
2018-11-09;Spotify;10,69;gasto;Music;Platinum Card;2018;11;November
2018-11-09;Biweekly Paycheck;2000,0;ingreso;Paycheck;Checking;2018;11;November
2018-11-10;Brewing Company;27,0;gasto;Alcohol & Bars;Platinum Card;2018;11;November
2018-11-10;Chick-Fil-A;14,19;gasto;Fast Food;Platinum Card;2018;11;November
2018-11-10;Food Truck;24,4;gasto;Groceries;Platinum Card;2018;11;November
2018-11-12;Grocery Store;10,18;gasto;Groceries;Platinum Card;2018;11;November
2018-11-12;American Tavern;22,33;gasto;Restaurants;Silver Card;2018;11;November
2018-11-13;Grocery Store;4,8;gasto;Groceries;Platinum Card;2018;11;November
2018-11-13;Grocery Store;37,43;gasto;Groceries;Platinum Card;2018;11;November
2018-11-13;Grocery Store;10,15;gasto;Groceries;Platinum Card;2018;11;November
2018-11-13;Phone Company;89,54;gasto;Mobile Phone;Checking;2018;11;November
2018-11-14;Power Company;60,0;gasto;Utilities;Checking;2018;11;November
2018-11-16;City Water Charges;35,0;gasto;Utilities;Checking;2018;11;November
2018-11-17;Brewing Company;22,8;gasto;Alcohol & Bars;Platinum Card;2018;11;November
2018-11-17;Hardware Store;15,47;gasto;Home Improvement;Platinum Card;2018;11;November
2018-11-17;Hardware Store;6,4;gasto;Home Improvement;Platinum Card;2018;11;November
2018-11-17;Greek Restaurant;23,26;gasto;Restaurants;Platinum Card;2018;11;November
2018-11-19;Brewing Company;20,0;gasto;Alcohol & Bars;Silver Card;2018;11;November
2018-11-19;QuikTrip;29,15;gasto;Gas & Fuel;Silver Card;2018;11;November
2018-11-19;Hardware Store;10,02;gasto;Home Improvement;Silver Card;2018;11;November
2018-11-20;State Farm;75,0;gasto;Auto Insurance;Checking;2018;11;November
2018-11-20;Credit Card Payment;421,96;ingreso;Credit Card Payment;Platinum Card;2018;11;November
2018-11-21;Grocery Store;5,64;gasto;Groceries;Silver Card;2018;11;November
2018-11-21;Hardware Store;37,41;gasto;Home Improvement;Platinum Card;2018;11;November
2018-11-23;Biweekly Paycheck;2000,0;ingreso;Paycheck;Checking;2018;11;November
2018-11-26;American Tavern;16,8;gasto;Alcohol & Bars;Silver Card;2018;11;November
2018-11-26;Internet Service Provider;74,99;gasto;Internet;Checking;2018;11;November
2018-11-27;Movie Theater;17,0;gasto;Movies & DVDs;Silver Card;2018;11;November
2018-11-27;American Tavern;28,4;gasto;Restaurants;Silver Card;2018;11;November
2018-11-29;Credit Card Payment;582,99;ingreso;Credit Card Payment;Silver Card;2018;11;November
2018-11-29;Credit Card Payment;751,5;ingreso;Credit Card Payment;Platinum Card;2018;11;November
2018-11-30;Credit Card Payment;582,99;gasto;Credit Card Payment;Checking;2018;11;November
2018-11-30;Grocery Store;6,27;gasto;Groceries;Silver Card;2018;11;November
2018-12-01;Grocery Store;5,64;gasto;Groceries;Silver Card;2018;12;December
2018-12-01;Brunch Restaurant;8,0;gasto;Restaurants;Silver Card;2018;12;December
2018-12-01;Amazon;13,13;gasto;Shopping;Platinum Card;2018;12;December
2018-12-03;BP;30,03;gasto;Gas & Fuel;Silver Card;2018;12;December
2018-12-03;Grocery Store;148,15;gasto;Groceries;Silver Card;2018;12;December
2018-12-03;Mortgage Payment;1209,18;gasto;Mortgage & Rent;Checking;2018;12;December
2018-12-04;Starbucks;3,0;gasto;Coffee Shops;Silver Card;2018;12;December
2018-12-04;Latin Restaurant;20,65;gasto;Fast Food;Platinum Card;2018;12;December
2018-12-04;Netflix;11,76;gasto;Movies & DVDs;Platinum Card;2018;12;December
2018-12-06;Grocery Store;21,38;gasto;Groceries;Platinum Card;2018;12;December
2018-12-06;Grocery Store;13,48;gasto;Groceries;Platinum Card;2018;12;December
2018-12-06;Gas Company;40,0;gasto;Utilities;Checking;2018;12;December
2018-12-07;Barbershop;30,0;gasto;Haircut;Platinum Card;2018;12;December
2018-12-07;Biweekly Paycheck;2000,0;ingreso;Paycheck;Checking;2018;12;December
2018-12-08;Grocery Store;12,64;gasto;Groceries;Platinum Card;2018;12;December
2018-12-09;Spotify;10,69;gasto;Music;Platinum Card;2018;12;December
2018-12-11;Brunch Restaurant;10,29;gasto;Restaurants;Platinum Card;2018;12;December
2018-12-12;Phone Company;89,54;gasto;Mobile Phone;Checking;2018;12;December
2018-12-13;Thai Restaurant;27,0;gasto;Restaurants;Silver Card;2018;12;December
2018-12-14;Grocery Store;21,39;gasto;Groceries;Silver Card;2018;12;December
2018-12-14;Hardware Store;17,1;gasto;Home Improvement;Silver Card;2018;12;December
2018-12-14;Power Company;60,0;gasto;Utilities;Checking;2018;12;December
2018-12-17;American Tavern;63,0;gasto;Food & Dining;Silver Card;2018;12;December
2018-12-17;BP;20,01;gasto;Gas & Fuel;Silver Card;2018;12;December
2018-12-17;City Water Charges;35,0;gasto;Utilities;Checking;2018;12;December
2018-12-18;Starbucks;3,0;gasto;Coffee Shops;Silver Card;2018;12;December
2018-12-18;Credit Card Payment;311,02;ingreso;Credit Card Payment;Platinum Card;2018;12;December
2018-12-18;Credit Card Payment;311,02;gasto;Credit Card Payment;Checking;2018;12;December
2018-12-18;Fancy Restaurant;56,52;gasto;Restaurants;Silver Card;2018;12;December
2018-12-18;Amazon;49,99;gasto;Shopping;Platinum Card;2018;12;December
2018-12-18;Amazon;41,72;gasto;Shopping;Platinum Card;2018;12;December
2018-12-18;Amazon;24,3;gasto;Shopping;Platinum Card;2018;12;December
2018-12-19;State Farm;75,0;gasto;Auto Insurance;Checking;2018;12;December
2018-12-19;Amazon;43,01;gasto;Shopping;Platinum Card;2018;12;December
2018-12-20;Credit Card Payment;464,03;ingreso;Credit Card Payment;Silver Card;2018;12;December
2018-12-20;Shell;30,38;gasto;Gas & Fuel;Silver Card;2018;12;December
2018-12-21;Credit Card Payment;464,03;gasto;Credit Card Payment;Checking;2018;12;December
2018-12-21;Biweekly Paycheck;2000,0;ingreso;Paycheck;Checking;2018;12;December
2018-12-22;New York Deli;21,38;gasto;Fast Food;Platinum Card;2018;12;December
2018-12-22;Hardware Store;22,14;gasto;Home Improvement;Platinum Card;2018;12;December
2018-12-23;Hardware Store;28,0;gasto;Home Improvement;Platinum Card;2018;12;December
2018-12-24;Hardware Store;38,4;gasto;Home Improvement;Platinum Card;2018;12;December
2018-12-26;Chick-Fil-A;56,07;gasto;Fast Food;Platinum Card;2018;12;December
2018-12-26;Shell;32,47;gasto;Gas & Fuel;Platinum Card;2018;12;December
2018-12-26;Shell;7,48;gasto;Gas & Fuel;Platinum Card;2018;12;December
2018-12-26;Internet Service Provider;75,99;gasto;Internet;Checking;2018;12;December
2018-12-26;Amazon;44,99;gasto;Shopping;Platinum Card;2018;12;December
2018-12-28;Brewing Company;12,0;gasto;Alcohol & Bars;Silver Card;2018;12;December
2018-12-29;Brewing Company;14,0;gasto;Alcohol & Bars;Silver Card;2018;12;December
2018-12-29;Credit Card Payment;860,05;ingreso;Credit Card Payment;Platinum Card;2018;12;December
2018-12-29;Grocery Store;55,04;gasto;Groceries;Silver Card;2018;12;December
2019-01-01;Amazon;13,09;gasto;Shopping;Platinum Card;2019;1;January
2019-01-02;Credit Card Payment;499,6;gasto;Credit Card Payment;Checking;2019;1;January
2019-01-03;Mortgage Payment;1100,0;gasto;Mortgage & Rent;Checking;2019;1;January
2019-01-03;Amazon;42,1;gasto;Shopping;Platinum Card;2019;1;January
2019-01-04;Biweekly Paycheck;2000,0;ingreso;Paycheck;Checking;2019;1;January
2019-01-05;American Tavern;23,49;gasto;Restaurants;Platinum Card;2019;1;January
2019-01-08;Gas Company;45,0;gasto;Utilities;Checking;2019;1;January
2019-01-09;Credit Card Payment;491,45;ingreso;Credit Card Payment;Platinum Card;2019;1;January
2019-01-09;Credit Card Payment;491,45;gasto;Credit Card Payment;Checking;2019;1;January
2019-01-09;Credit Card Payment;281,84;gasto;Credit Card Payment;Checking;2019;1;January
2019-01-09;Spotify;10,69;gasto;Music;Platinum Card;2019;1;January
2019-01-10;Grocery Store;58,79;gasto;Groceries;Silver Card;2019;1;January
2019-01-10;Barbershop;30,0;gasto;Haircut;Silver Card;2019;1;January
2019-01-10;Phone Company;65,0;gasto;Mobile Phone;Checking;2019;1;January
2019-01-14;Shell;28,92;gasto;Gas & Fuel;Silver Card;2019;1;January
2019-01-15;Grocery Store;6,06;gasto;Groceries;Silver Card;2019;1;January
2019-01-16;City Water Charges;35,0;gasto;Utilities;Checking;2019;1;January
2019-01-16;Power Company;60,0;gasto;Utilities;Checking;2019;1;January
2019-01-18;State Farm;75,0;gasto;Auto Insurance;Checking;2019;1;January
2019-01-18;Biweekly Paycheck;2000,0;ingreso;Paycheck;Checking;2019;1;January
2019-01-21;Credit Card Payment;277,99;ingreso;Credit Card Payment;Silver Card;2019;1;January
2019-01-22;Credit Card Payment;277,99;gasto;Credit Card Payment;Checking;2019;1;January
2019-01-24;Grocery Store;21,06;gasto;Groceries;Silver Card;2019;1;January
2019-01-24;Amazon;11,7;gasto;Shopping;Platinum Card;2019;1;January
2019-01-24;Amazon;4,21;gasto;Shopping;Platinum Card;2019;1;January
2019-01-25;Internet Service Provider;75,0;gasto;Internet;Checking;2019;1;January
2019-01-31;Credit Card Payment;1900,0;gasto;Credit Card Payment;Checking;2019;1;January
2019-01-31;Shell;31,32;gasto;Gas & Fuel;Silver Card;2019;1;January
2019-02-01;Biweekly Paycheck;2000,0;ingreso;Paycheck;Checking;2019;2;February
2019-02-01;Roadside Diner;9,47;gasto;Restaurants;Silver Card;2019;2;February
2019-02-01;Amazon;13,09;gasto;Shopping;Platinum Card;2019;2;February
2019-02-04;Hardware Store;86,97;gasto;Home Improvement;Silver Card;2019;2;February
2019-02-04;Netflix;11,76;gasto;Television;Platinum Card;2019;2;February
2019-02-05;Mortgage Payment;1100,0;gasto;Mortgage & Rent;Checking;2019;2;February
2019-02-07;Gas Company;65,0;gasto;Utilities;Checking;2019;2;February
2019-02-08;Starbucks;3,0;gasto;Coffee Shops;Platinum Card;2019;2;February
2019-02-08;Thai Restaurant;27,47;gasto;Restaurants;Platinum Card;2019;2;February
2019-02-09;Spotify;10,69;gasto;Music;Platinum Card;2019;2;February
2019-02-11;Starbucks;3,0;gasto;Coffee Shops;Platinum Card;2019;2;February
2019-02-11;Credit Card Payment;133,95;gasto;Credit Card Payment;Checking;2019;2;February
2019-02-11;BP;24,01;gasto;Gas & Fuel;Platinum Card;2019;2;February
2019-02-12;Grocery Store;30,54;gasto;Groceries;Platinum Card;2019;2;February
2019-02-12;Phone Company;65,0;gasto;Mobile Phone;Checking;2019;2;February
2019-02-13;Grocery Store;8,21;gasto;Groceries;Platinum Card;2019;2;February
2019-02-15;Credit Card Payment;207,47;ingreso;Credit Card Payment;Platinum Card;2019;2;February
2019-02-15;Credit Card Payment;207,47;gasto;Credit Card Payment;Checking;2019;2;February
2019-02-15;Grocery Store;4,59;gasto;Groceries;Platinum Card;2019;2;February
2019-02-15;Biweekly Paycheck;2000,0;ingreso;Paycheck;Checking;2019;2;February
2019-02-15;Power Company;60,0;gasto;Utilities;Checking;2019;2;February
2019-02-16;Brewing Company;8,0;gasto;Alcohol & Bars;Platinum Card;2019;2;February
2019-02-16;American Tavern;32,75;gasto;Restaurants;Platinum Card;2019;2;February
2019-02-16;Amazon;37,45;gasto;Shopping;Platinum Card;2019;2;February
2019-02-19;Credit Card Payment;574,84;gasto;Credit Card Payment;Checking;2019;2;February
2019-02-19;City Water Charges;35,0;gasto;Utilities;Checking;2019;2;February
2019-02-20;State Farm;75,0;gasto;Auto Insurance;Checking;2019;2;February
2019-02-20;Credit Card Payment;292,54;ingreso;Credit Card Payment;Silver Card;2019;2;February
2019-02-20;Barbershop;30,0;gasto;Haircut;Platinum Card;2019;2;February
2019-02-21;Credit Card Payment;292,54;gasto;Credit Card Payment;Checking;2019;2;February
2019-02-21;Grocery Store;46,96;gasto;Groceries;Silver Card;2019;2;February
2019-02-25;BP;33,8;gasto;Gas & Fuel;Silver Card;2019;2;February
2019-02-25;Internet Service Provider;75,0;gasto;Internet;Checking;2019;2;February
2019-02-27;Roadside Diner;25,77;gasto;Restaurants;Silver Card;2019;2;February
2019-02-28;Grocery Store;32,07;gasto;Groceries;Silver Card;2019;2;February
2019-03-01;Biweekly Paycheck;2000,0;ingreso;Paycheck;Checking;2019;3;March
2019-03-01;Amazon;13,09;gasto;Shopping;Platinum Card;2019;3;March
2019-03-04;Grocery Store;92,04;gasto;Groceries;Silver Card;2019;3;March
2019-03-04;Mortgage Payment;1100,0;gasto;Mortgage & Rent;Checking;2019;3;March
2019-03-04;Netflix;11,76;gasto;Television;Platinum Card;2019;3;March
2019-03-05;Fancy Restaurant;7,0;gasto;Restaurants;Silver Card;2019;3;March
2019-03-06;Credit Card Payment;491,86;gasto;Credit Card Payment;Checking;2019;3;March
2019-03-08;BP;34,08;gasto;Gas & Fuel;Platinum Card;2019;3;March
2019-03-08;Amazon;27,17;gasto;Shopping;Platinum Card;2019;3;March
2019-03-08;Gas Company;49,0;gasto;Utilities;Checking;2019;3;March
2019-03-09;Spotify;10,69;gasto;Music;Platinum Card;2019;3;March
2019-03-12;Phone Company;65,0;gasto;Mobile Phone;Checking;2019;3;March
2019-03-12;Bakery Place;3,02;gasto;Restaurants;Platinum Card;2019;3;March
2019-03-13;Credit Card Payment;532,86;ingreso;Credit Card Payment;Platinum Card;2019;3;March
2019-03-13;Credit Card Payment;301,79;ingreso;Credit Card Payment;Silver Card;2019;3;March
2019-03-14;Credit Card Payment;305,27;gasto;Credit Card Payment;Checking;2019;3;March
2019-03-14;Credit Card Payment;301,79;gasto;Credit Card Payment;Checking;2019;3;March
2019-03-14;Brunch Restaurant;8,0;gasto;Restaurants;Platinum Card;2019;3;March
2019-03-15;Biweekly Paycheck;2000,0;ingreso;Paycheck;Checking;2019;3;March
2019-03-15;Power Company;60,0;gasto;Utilities;Checking;2019;3;March
2019-03-18;Best Buy;320,99;gasto;Electronics & Software;Platinum Card;2019;3;March
2019-03-18;Grocery Store;16,23;gasto;Groceries;Platinum Card;2019;3;March
2019-03-19;Amazon;13,84;gasto;Shopping;Platinum Card;2019;3;March
2019-03-19;City Water Charges;35,0;gasto;Utilities;Checking;2019;3;March
2019-03-20;State Farm;75,0;gasto;Auto Insurance;Checking;2019;3;March
2019-03-22;BP;37,51;gasto;Gas & Fuel;Platinum Card;2019;3;March
2019-03-23;Starbucks;5,2;gasto;Coffee Shops;Platinum Card;2019;3;March
2019-03-25;Internet Service Provider;75,0;gasto;Internet;Checking;2019;3;March
2019-03-26;Amazon;16,04;gasto;Shopping;Platinum Card;2019;3;March
2019-03-27;Brewing Company;49,63;gasto;Alcohol & Bars;Platinum Card;2019;3;March
2019-03-27;Grocery Store;4,46;gasto;Groceries;Platinum Card;2019;3;March
2019-03-29;Biweekly Paycheck;2000,0;ingreso;Paycheck;Checking;2019;3;March
2019-03-30;Starbucks;12,84;gasto;Coffee Shops;Platinum Card;2019;3;March
2019-03-31;Credit Card Payment;957,6;ingreso;Credit Card Payment;Platinum Card;2019;3;March
2019-04-01;Credit Card Payment;1552,65;gasto;Credit Card Payment;Checking;2019;4;April
2019-04-01;Credit Card Payment;600,51;ingreso;Credit Card Payment;Platinum Card;2019;4;April
2019-04-01;Amazon;13,09;gasto;Shopping;Platinum Card;2019;4;April
2019-04-02;Mortgage Payment;1100,0;gasto;Mortgage & Rent;Checking;2019;4;April
2019-04-04;Grocery Store;5,64;gasto;Groceries;Platinum Card;2019;4;April
2019-04-04;Amazon;35,9;gasto;Shopping;Platinum Card;2019;4;April
2019-04-04;Netflix;11,76;gasto;Television;Platinum Card;2019;4;April
2019-04-06;Amazon;27,54;gasto;Shopping;Platinum Card;2019;4;April
2019-04-08;Gas Company;30,0;gasto;Utilities;Checking;2019;4;April
2019-04-09;Credit Card Payment;436,75;gasto;Credit Card Payment;Checking;2019;4;April
2019-04-09;Grocery Store;10,7;gasto;Groceries;Platinum Card;2019;4;April
2019-04-09;Barbershop;30,0;gasto;Haircut;Platinum Card;2019;4;April
2019-04-09;Spotify;10,69;gasto;Music;Platinum Card;2019;4;April
2019-04-10;Phone Company;65,0;gasto;Mobile Phone;Checking;2019;4;April
2019-04-12;Best Buy;44,93;gasto;Electronics & Software;Silver Card;2019;4;April
2019-04-12;Grocery Store;41,34;gasto;Groceries;Platinum Card;2019;4;April
2019-04-12;Biweekly Paycheck;2000,0;ingreso;Paycheck;Checking;2019;4;April
2019-04-13;QuikTrip;38,94;gasto;Gas & Fuel;Platinum Card;2019;4;April
2019-04-13;Grocery Store;16,87;gasto;Groceries;Platinum Card;2019;4;April
2019-04-13;Vietnamese Restaurant;20,64;gasto;Restaurants;Platinum Card;2019;4;April
2019-04-15;Power Company;60,0;gasto;Utilities;Checking;2019;4;April
2019-04-16;City Water Charges;35,0;gasto;Utilities;Checking;2019;4;April
2019-04-18;State Farm;75,0;gasto;Auto Insurance;Checking;2019;4;April
2019-04-18;Credit Card Payment;604,32;ingreso;Credit Card Payment;Silver Card;2019;4;April
2019-04-18;Credit Card Payment;458,1;ingreso;Credit Card Payment;Platinum Card;2019;4;April
2019-04-19;Credit Card Payment;604,32;gasto;Credit Card Payment;Checking;2019;4;April
2019-04-19;Grocery Store;10,89;gasto;Groceries;Platinum Card;2019;4;April
2019-04-22;Brewing Company;14,4;gasto;Alcohol & Bars;Silver Card;2019;4;April
2019-04-22;Greek Restaurant;64,52;gasto;Restaurants;Silver Card;2019;4;April
2019-04-23;Hardware Store;29,56;gasto;Home Improvement;Silver Card;2019;4;April
2019-04-25;Internet Service Provider;75,0;gasto;Internet;Checking;2019;4;April
2019-04-26;Biweekly Paycheck;2000,0;ingreso;Paycheck;Checking;2019;4;April
2019-04-27;Brewing Company;40,0;gasto;Alcohol & Bars;Platinum Card;2019;4;April
2019-04-27;Credit Card Payment;268,96;ingreso;Credit Card Payment;Silver Card;2019;4;April
2019-04-27;American Tavern;14,74;gasto;Restaurants;Silver Card;2019;4;April
2019-04-29;Credit Card Payment;268,96;gasto;Credit Card Payment;Checking;2019;4;April
2019-04-29;Grocery Store;5,64;gasto;Groceries;Platinum Card;2019;4;April
2019-04-30;BP;39,08;gasto;Gas & Fuel;Platinum Card;2019;4;April
2019-05-01;Amazon;13,09;gasto;Shopping;Platinum Card;2019;5;May
2019-05-02;Mortgage Payment;1100,0;gasto;Mortgage & Rent;Checking;2019;5;May
2019-05-03;Credit Card Payment;758,07;gasto;Credit Card Payment;Checking;2019;5;May
2019-05-04;Netflix;13,9;gasto;Television;Platinum Card;2019;5;May
2019-05-06;Amazon;16,94;gasto;Shopping;Platinum Card;2019;5;May
2019-05-07;Amazon;38,56;gasto;Shopping;Platinum Card;2019;5;May
2019-05-09;Best Buy;331,69;gasto;Electronics & Software;Platinum Card;2019;5;May
2019-05-09;Spotify;10,69;gasto;Music;Platinum Card;2019;5;May
2019-05-09;Target;3,2;gasto;Shopping;Platinum Card;2019;5;May
2019-05-09;Gas Company;30,0;gasto;Utilities;Checking;2019;5;May
2019-05-10;Best Buy;21,39;gasto;Electronics & Software;Silver Card;2019;5;May
2019-05-10;Phone Company;65,0;gasto;Mobile Phone;Checking;2019;5;May
2019-05-10;Biweekly Paycheck;2000,0;ingreso;Paycheck;Checking;2019;5;May
2019-05-13;Credit Card Payment;480,88;gasto;Credit Card Payment;Checking;2019;5;May
2019-05-13;QuikTrip;35,24;gasto;Gas & Fuel;Silver Card;2019;5;May
2019-05-13;Fancy Restaurant;98,19;gasto;Restaurants;Silver Card;2019;5;May
2019-05-13;Greek Restaurant;23,11;gasto;Restaurants;Silver Card;2019;5;May
2019-05-14;Grocery Store;2,02;gasto;Groceries;Silver Card;2019;5;May
2019-05-15;Power Company;60,0;gasto;Utilities;Checking;2019;5;May
2019-05-17;Credit Card Payment;575,33;ingreso;Credit Card Payment;Platinum Card;2019;5;May
2019-05-17;City Water Charges;35,0;gasto;Utilities;Checking;2019;5;May
2019-05-20;State Farm;75,0;gasto;Auto Insurance;Checking;2019;5;May
2019-05-20;Credit Card Payment;415,47;gasto;Credit Card Payment;Checking;2019;5;May
2019-05-20;American Tavern;32,53;gasto;Restaurants;Silver Card;2019;5;May
2019-05-24;Credit Card Payment;765,68;ingreso;Credit Card Payment;Silver Card;2019;5;May
2019-05-24;Hardware Store;27,96;gasto;Home Improvement;Platinum Card;2019;5;May
2019-05-24;Biweekly Paycheck;2000,0;ingreso;Paycheck;Checking;2019;5;May
2019-05-24;Brunch Restaurant;8,0;gasto;Restaurants;Platinum Card;2019;5;May
2019-05-25;QuikTrip;36,76;gasto;Gas & Fuel;Platinum Card;2019;5;May
2019-05-25;Hardware Store;30,99;gasto;Home Improvement;Platinum Card;2019;5;May
2019-05-27;Mexican Restaurant;34,33;gasto;Restaurants;Platinum Card;2019;5;May
2019-05-28;Credit Card Payment;765,68;gasto;Credit Card Payment;Checking;2019;5;May
2019-05-30;Internet Service Provider;75,0;gasto;Internet;Checking;2019;5;May
2019-05-30;American Tavern;34,82;gasto;Restaurants;Platinum Card;2019;5;May
2019-06-01;Amazon;13,09;gasto;Shopping;Platinum Card;2019;6;June
2019-06-03;Starbucks;2,75;gasto;Coffee Shops;Platinum Card;2019;6;June
2019-06-03;Credit Card Payment;260,95;ingreso;Credit Card Payment;Platinum Card;2019;6;June
2019-06-03;Mortgage Payment;1100,0;gasto;Mortgage & Rent;Checking;2019;6;June
2019-06-04;Barbershop;30,0;gasto;Haircut;Platinum Card;2019;6;June
2019-06-04;Netflix;13,9;gasto;Television;Platinum Card;2019;6;June
2019-06-05;Grocery Store;23,0;gasto;Groceries;Platinum Card;2019;6;June
2019-06-05;Mexican Restaurant;23,24;gasto;Restaurants;Platinum Card;2019;6;June
2019-06-06;Starbucks;3,75;gasto;Coffee Shops;Platinum Card;2019;6;June
2019-06-06;Grocery Store;5,64;gasto;Groceries;Platinum Card;2019;6;June
2019-06-07;Credit Card Payment;458,56;gasto;Credit Card Payment;Checking;2019;6;June
2019-06-07;Biweekly Paycheck;2000,0;ingreso;Paycheck;Checking;2019;6;June
2019-06-07;Gas Company;30,0;gasto;Utilities;Checking;2019;6;June
